,ADS,AIR,ALV,BAS,BAYN,BEI,BMW,BNR,CBK,CON,DB1,DBK,DPW,DTE,EOAN,FRE,HEI,HEN3,HNR1,IFX,MBG,MRK,MTX,MUV2,PAH3,QIA,RHM,RWE,SAP,SIE,SRT3,SY1,VOW3
0,0.004667019937187433,0.00117017503362149,0.00528306607156992,0.00023651676019653678,-0.0019045381341129541,-0.005742162000387907,0.0046771252527832985,0.0005803639651276171,0.0035374420695006847,4.7095774789340794e-05,-0.005921818781644106,0.0035482922103255987,0.005766994319856167,0.0003943361225537956,0.003576369257643819,0.0013216561637818813,-0.010395264253020287,0.003476026002317667,-0.0026221778243780136,-0.0037199438083916903,-0.002965448424220085,-0.005425544921308756,-0.0006260422524064779,0.0049763391725718975,0.0002573119418229908,0.0008614598191343248,0.0020002794917672873,-0.002909364877268672,-0.0020603202283382416,0.0010844185017049313,-0.0015271879965439439,0.006069939583539963,0.001998648978769779
1,0.004936158191412687,0.0070840660482645035,0.003881591372191906,0.0001504242973169312,7.090753933880478e-05,-0.0038722511380910873,0.001318022608757019,-0.0023540761321783066,-0.0001677047403063625,0.0018775907810777426,-0.012256401591002941,0.005979315377771854,0.006520294118672609,-0.0004264267045073211,0.0033258041366934776,0.0021468247286975384,-0.006912035867571831,0.0013856572331860662,0.0007632857887074351,-0.004491292405873537,-0.0026674820110201836,-0.0008052485063672066,-0.0016069540288299322,0.0041952673345804214,-0.0007399978348985314,0.0020848307758569717,-0.0009112658444792032,-0.0028657468501478434,-0.001247037434950471,0.0044181798584759235,-0.00271498947404325,0.004568449221551418,0.0009652103180997074
2,0.004631145857274532,-4.600466854753904e-05,0.007484949193894863,0.0008263994241133332,0.0012686116388067603,-0.001077332184650004,-0.0005595594993792474,-0.0007469354895874858,-0.003397492691874504,0.010952195152640343,-0.0009838383411988616,-0.014511713758111,-0.0069599151611328125,-0.0018393801292404532,0.00043344637379050255,0.002080061938613653,-0.006753523368388414,0.0014345728559419513,-0.0059762075543403625,-0.003008647821843624,-0.00937072653323412,0.003029560437425971,-0.002820321824401617,0.001660655252635479,0.005007063038647175,-0.003140080254524946,-0.0004197779344394803,0.0010631595505401492,0.003621418960392475,-0.0021988172084093094,0.0024042201694101095,0.0061637600883841515,0.0009918669238686562
3,0.0030767354182899,-0.0018943387549370527,0.0065512387081980705,-0.00019453697314020246,0.009827258065342903,-0.0031898561865091324,0.0011185614857822657,0.001382437301799655,-0.020496368408203125,0.00641321437433362,-0.0039573186077177525,-0.007448416203260422,-0.0006688509602099657,-0.0007858482422307134,-0.0005341678624972701,0.0017461322713643312,0.001396659528836608,0.0011886106804013252,0.0008279028115794063,-0.002678151475265622,-0.01473148725926876,-0.0008334225276485085,-0.0025020595639944077,0.0040730442851781845,0.0029464385006576777,-0.0037132594734430313,-0.00010002360795624554,0.0010397377191111445,0.005303547717630863,0.0002677001466508955,0.00025353580713272095,0.013017001561820507,0.003733778139576316
4,0.002509237267076969,0.0008052404155023396,0.008314991369843483,0.0013408407103270292,0.0015115777496248484,-0.0033272895961999893,-0.0003868746862281114,0.002126130275428295,-0.0037121991626918316,0.00968953687697649,-0.0017810427816584706,-0.012510949745774269,-0.0022748890332877636,-0.0018464314052835107,-0.0007592717302031815,0.0034196292981505394,0.001395936356857419,0.0021527379285544157,-0.001423884998075664,-0.0028963827062398195,-0.008147732354700565,-0.0005003658588975668,-0.001149016316048801,0.004561972804367542,0.002318692160770297,-0.0010374468984082341,0.001121552544645965,0.0005552454967983067,0.0025377070996910334,0.00024396809749305248,0.0020276184659451246,0.006910732947289944,-0.0006698886281810701
5,0.0020710574463009834,-0.004405930172652006,0.004253744147717953,-0.0008659176528453827,0.005752434488385916,-0.0007798392325639725,0.0011991836363449693,0.005245395936071873,-0.011648456566035748,0.005158669780939817,-0.005004265811294317,-0.01204929780215025,-0.0018101476598531008,0.0008751009008847177,0.0006714398041367531,0.0026268204674124718,-0.0086794663220644,0.0035967028234153986,-0.006546359043568373,-0.0021826373413205147,-0.004030885174870491,6.294638296822086e-06,0.001428629970178008,0.004753057844936848,0.004048984497785568,-0.003393251448869705,0.00012082565081072971,0.0014089839532971382,0.00289451377466321,1.2191022506158333e-05,-0.002199278911575675,0.00794400554150343,0.0003943461342714727
6,0.002443000441417098,-0.001617060974240303,0.006661489140242338,-0.00017993229266721755,0.004989377222955227,-0.0037285734433680773,0.0017117763636633754,0.0021169723477214575,0.001155252568423748,0.003420029068365693,-0.006406852975487709,-0.006421801168471575,0.00046227569691836834,0.0016162217361852527,-0.0023602815344929695,0.0022642251569777727,0.0028537504840642214,0.0012602974893525243,0.0029608183540403843,-0.002586295362561941,-0.007816599681973457,-0.0010793841211125255,-0.007318848744034767,0.003259962424635887,0.0036777218338102102,-0.003929929342120886,-0.0009533423581160605,-0.0001647894096095115,-0.0007559146615676582,0.004220136906951666,-0.0010535953333601356,0.00814794097095728,-0.001919673173688352
7,0.005690284073352814,8.446740685030818e-05,0.004278395790606737,0.0006055232370272279,0.00254306523129344,-0.0011966065503656864,0.0031734330113977194,0.00286007858812809,0.008724946528673172,0.0005881745601072907,-0.005185761954635382,-0.0049217455089092255,0.004151700530201197,-0.0017709344392642379,0.0143197076395154,0.0028873635455965996,-0.009586159139871597,0.0005257441662251949,0.006069720722734928,-0.007031809072941542,-0.00796054769307375,0.00023434683680534363,-0.001383787952363491,0.00662347162142396,0.0018764198757708073,-0.005050154868513346,-0.0007247196626849473,-0.00017039827071130276,0.0017439316725358367,-0.0009902713354676962,0.0027180295437574387,0.0001718396961223334,0.002145894803106785
8,0.005510246846824884,-0.0037443283945322037,0.0024475716054439545,-0.00011914433707715943,0.011948212049901485,-0.003466962371021509,-0.0013741279253736138,0.0044125658459961414,0.005564094055444002,0.0012523101177066565,-0.005765310022979975,0.0011902438709512353,0.0009879643330350518,-0.0009039574069902301,0.01638440601527691,0.0019417795119807124,-0.0009253256721422076,0.0018847015453502536,0.004666199907660484,-0.004717085510492325,-0.008556446060538292,-0.0006888548959977925,-0.0018000592244789004,0.005152865778654814,-0.0008565692114643753,-0.0038841404020786285,-0.0018134540878236294,-0.0011836031917482615,0.003057211171835661,0.0010259976843371987,-0.00042804511031135917,0.0045887562446296215,0.0019229803001508117
9,0.003917496185749769,-0.001972257625311613,0.00863988883793354,0.000714559166226536,0.0006991034606471658,-0.003759499406442046,0.001957089174538851,0.002781809074804187,0.002270196797326207,0.0063559673726558685,-0.002444577170535922,-0.003125439863651991,0.005732239224016666,-0.0017155209789052606,0.007787312380969524,0.0024061857257038355,-0.001746495719999075,0.0018555389251559973,-8.548681944375858e-05,-0.0057406118139624596,-0.009458505548536777,0.004641879815608263,0.0003979166503995657,0.0027408346068114042,-4.046245157951489e-05,-0.003880881704390049,-0.002049502683803439,-0.0006057392456568778,0.002745155245065689,0.0017553592333570123,0.0024774200282990932,0.004564002621918917,0.0004853341088164598
