,ADS,AIR,ALV,BAS,BAYN,BEI,BMW,BNR,CBK,CON,DB1,DBK,DPW,DTE,EOAN,FRE,HEI,HEN3,HNR1,IFX,MBG,MRK,MTX,MUV2,PAH3,QIA,RHM,RWE,SAP,SIE,SRT3,SY1,VOW3
0,-0.0217588897794485,-0.0260655060410499,-0.0342750288546085,-0.0312749296426773,-0.020711425691843,-0.017651168629527,-0.0325730182230472,-0.0295623112469911,-0.0537323988974094,-0.0299510862678289,-0.028047839179635,-0.0434645190834999,-0.0153177697211503,-0.0146511029452085,-0.0297829546034336,-0.0094534130766987,-0.0436029285192489,-0.015781283378601,-0.0277775675058364,-0.0329172164201736,-0.0310277044773101,-0.0218474511057138,-0.0131754325702786,-0.0152339981868863,-0.0090949116274714,-0.0196927599608898,-0.0448705740272998,-0.0253747142851352,-0.0148660968989133,-0.013836027123034,-0.0224030204117298,-0.0076111136004328,-0.0369858630001544
1,-0.0112969381734728,-0.0252378359436988,-0.0316012576222419,-0.0316535010933876,-0.0248958021402359,-0.0172232296317815,-0.027361586689949,-0.0164317823946476,-0.053443569689989,-0.0217267740517854,-0.0237451717257499,-0.0402494557201862,-0.0151602644473314,-0.0162903536111116,-0.0343335308134555,-0.008242012001574,-0.0409796386957168,-0.0141326123848557,-0.0204068645834922,-0.0315831862390041,-0.0315151549875736,-0.0212686788290739,-0.0144506944343447,-0.0237852893769741,-0.0204183589667081,-0.0225736256688833,-0.0416702963411808,-0.0251268241554498,-0.0170294009149074,-0.0143332509323954,-0.0290302205830812,-0.021101364865899,-0.0395081155002117
2,-0.0204892605543136,-0.0261185895651578,-0.0272630900144577,-0.0302518494427204,-0.0264770556241273,-0.0211232900619506,-0.0327560529112815,-0.0173354092985391,-0.066451221704483,-0.0214013345539569,-0.0279200244694948,-0.040052980184555,-0.01396956294775,-0.0125715704634785,-0.0262445639818906,-0.0112411957234144,-0.0420804060995578,-0.0142246522009372,-0.0214204303920269,-0.035816490650177,-0.0301417615264654,-0.0184400584548711,-0.0125028565526008,-0.015062553808093,-0.0164492484182119,-0.021162461489439,-0.0432152599096298,-0.0266156159341335,-0.0170155316591262,-0.0133476601913571,-0.0244876686483621,-0.0074647217988967,-0.0298339035362005
3,-0.0169756598770618,-0.0247281901538372,-0.0267428364604711,-0.0310933850705623,-0.0215581189841032,-0.0218657236546278,-0.0344174169003963,-0.0222226921468973,-0.0549929067492485,-0.026369234547019,-0.0292553137987852,-0.041485957801342,-0.0158240627497434,0.0030162676703184,-0.0277924239635467,-0.0093713924288749,-0.04044009745121,-0.0154360989108681,-0.0197560433298349,-0.0361126661300659,-0.030206998810172,-0.0138421775773167,-0.0121513651683926,-0.0174598526209592,-0.0208903457969427,-0.0206207130104303,-0.0498501323163509,-0.0266353208571672,-0.0252960361540317,-0.0147243170067667,-0.0287558417767286,-0.0195539109408855,-0.0390487164258956
4,-0.0210732501000165,-0.0228460785001516,-0.027686771005392,-0.0291331801563501,-0.021262340247631,-0.0201683510094881,-0.0368030667304992,-0.0150360623374581,-0.0576830543577671,-0.0210303552448749,-0.0296194721013307,-0.0372155532240867,-0.0135551150888204,-0.0048353006131947,-0.0389087796211242,-0.0091805346310138,-0.0439196452498436,-0.0164033230394125,-0.0195952877402305,-0.0372514575719833,-0.0310377143323421,-0.0150043470785021,-0.0121918572112917,-0.0191558077931404,-0.0133185861632227,-0.0236237756907939,-0.0445933602750301,-0.0263426881283521,-0.0197416394948959,-0.0135880336165428,-0.0241218339651823,-0.0143364472314715,-0.0320083908736705
5,-0.0215446092188358,-0.0242962297052145,-0.0288605969399213,-0.0289989840239286,-0.023420937359333,-0.0170717965811491,-0.0373859517276287,-0.0287647694349288,-0.0534721612930297,-0.0176353175193071,-0.0297422334551811,-0.0251834262162446,-0.012969110161066,-0.0091891270130872,-0.0294898301362991,-0.0106516638770699,-0.0421358756721019,-0.0182198602706193,-0.0196564886718988,-0.0366424135863781,-0.0303425677120685,-0.0173721387982368,-0.0114912632852792,-0.0148583445698022,-0.0271931495517492,-0.0248855333775281,-0.0433060489594936,-0.0255678445100784,-0.0158466752618551,-0.0150321517139673,-0.024875096976757,-0.0128589943051338,-0.0316453799605369
6,-0.0180879142135381,-0.026570213958621,-0.028848560526967,-0.0301729049533605,-0.0258739441633224,-0.0193681195378303,-0.0292349625378847,-0.0230415258556604,-0.0572942644357681,-0.0211832169443368,-0.0273479428142309,-0.0397635288536548,-0.0146469986066222,-0.0036940213758498,-0.0359087958931922,-0.0091425227001309,-0.0397954545915126,-0.0143734030425548,-0.0190532188862562,-0.0368455834686756,-0.0299197137355804,-0.0171881206333637,-0.0133552094921469,-0.0218662247061729,0.0041288854554295,-0.0213141459971666,-0.0484362095594406,-0.0258077587932348,-0.017070984467864,-0.0142599316313862,-0.0259485784918069,-0.019225250929594,-0.0386283919215202
7,-0.0252582468092441,-0.0260736811906099,-0.028043258935213,-0.0321030430495739,-0.0302344541996717,-0.019465247169137,-0.026558993384242,-0.0253455732017755,-0.0634431317448616,-0.0301333628594875,-0.0274808648973703,-0.0340930595993995,-0.0172312073409557,-0.0254947375506162,-0.0277041159570217,-0.0095508974045515,-0.0422087237238884,-0.0113086393103003,-0.0192972626537084,-0.0351456366479396,-0.0282837469130754,-0.0229708384722471,-0.0139180794358253,-0.0160457752645015,-0.0099733555689454,-0.0127894207835197,-0.0396340265870094,-0.0250352658331394,-0.015466745942831,-0.0143187530338764,-0.014350552111864,-0.0213361177593469,-0.0350652411580085
8,-0.0199609752744436,-0.0232423562556505,-0.0285503827035427,-0.0320784747600555,-0.0237752869725227,-0.018921747803688,-0.0255832877010107,-0.0218888763338327,-0.0551944151520729,-0.0262795239686965,-0.0284093283116817,-0.0312613062560558,-0.0167472194880247,-0.023994693532586,-0.0251875724643468,-0.0080876946449279,-0.0459696315228939,-0.012700636871159,-0.0229190587997436,-0.0330806151032447,-0.0278318040072917,-0.0164449661970138,-0.0103501547127962,-0.0184941347688436,-0.021359721198678,-0.0218808017671108,-0.0380870886147022,-0.025483813136816,-0.0210959427058696,-0.0147081296890974,-0.0264406707137823,-0.01385407615453,-0.0365718975663185
9,-0.0230186469852924,-0.0240554865449666,-0.0323133282363414,-0.0326157249510288,-0.0226153340190649,-0.0204022359102964,-0.0263026021420955,-0.0213204119354486,-0.0532103404402732,-0.0227099377661943,-0.0287613440304994,-0.0320878885686397,-0.0181217063218355,-0.0242092777043581,-0.0322504043579101,-0.0069249798543751,-0.0491025112569332,-0.0158065576106309,-0.0152215473353862,-0.0337124466896057,-0.0283971726894378,-0.0198758281767368,-0.0133160641416907,-0.0207152236253023,-0.0246196743100881,-0.0220277141779661,-0.0421254746615886,-0.0250629689544439,-0.0203382782638072,-0.0148341218009591,-0.0214058477431535,-0.0223906449973583,-0.0356340780854225
